accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Form_4_Available
000095017024081911,2024-07-05,2024-07-03,2024-07-05T18:26:49.000Z,,4,,,,10179,0,0,xslF345X05/ownership.xml,4,False
000095017024081909,2024-07-05,2024-07-03,2024-07-05T18:14:44.000Z,,4,,,,9670,0,0,xslF345X05/ownership.xml,4,False
000095017024081905,2024-07-05,2024-07-03,2024-07-05T17:41:21.000Z,,4,,,,11868,0,0,xslF345X05/ownership.xml,4,False
000095017024081827,2024-07-05,2024-07-03,2024-07-05T13:45:03.000Z,,4,,,,7486,0,0,xslF345X05/ownership.xml,4,False
000095017024081819,2024-07-05,2024-07-03,2024-07-05T13:11:13.000Z,,4,,,,8059,0,0,xslF345X05/ownership.xml,4,False
000095017024081571,2024-07-03,2024-07-03,2024-07-03T16:31:53.000Z,,4,,,,8371,0,0,xslF345X05/ownership.xml,4,False
000095017024080932,2024-07-02,2024-07-02,2024-07-02T19:00:25.000Z,,4,,,,7173,0,0,xslF345X05/ownership.xml,4,False
000095017024080252,2024-07-02,2024-07-01,2024-07-02T13:53:32.000Z,,4,,,,13942,0,0,xslF345X05/ownership.xml,4,False
000095017024078703,2024-06-27,2024-06-25,2024-06-27T19:21:55.000Z,,4,,,,15154,0,0,xslF345X05/ownership.xml,4,False
000095017024078628,2024-06-27,2024-06-25,2024-06-27T17:53:59.000Z,,4,,,,9582,0,0,xslF345X05/ownership.xml,4,False
000095017024078601,2024-06-27,2024-06-25,2024-06-27T17:16:21.000Z,,4,,,,15242,0,0,xslF345X05/ownership.xml,4,False
000095017024078388,2024-06-27,2024-06-25,2024-06-27T15:35:43.000Z,,4,,,,15193,0,0,xslF345X05/ownership.xml,4,False
000095017024078107,2024-06-26,2024-06-25,2024-06-26T21:13:23.000Z,,4,,,,14440,0,0,xslF345X05/ownership.xml,4,False
000095017024078083,2024-06-26,2024-06-25,2024-06-26T20:11:10.000Z,,4,,,,8630,0,0,xslF345X05/ownership.xml,4,False
000095017024076275,2024-06-21,2024-06-20,2024-06-21T16:26:39.000Z,,4,,,,8382,0,0,xslF345X05/ownership.xml,4,False
000120919124005905,2024-06-18,2024-06-17,2024-06-18T21:06:36.000Z,,4,,,,8988,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005903,2024-06-18,2024-06-17,2024-06-18T20:47:27.000Z,,4,,,,12155,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005901,2024-06-18,2024-06-17,2024-06-18T20:33:15.000Z,,4,,,,12144,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005899,2024-06-18,2024-06-17,2024-06-18T20:13:16.000Z,,4,,,,12912,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005897,2024-06-18,2024-06-17,2024-06-18T20:00:01.000Z,,4,,,,22324,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005895,2024-06-18,2024-06-17,2024-06-18T19:20:33.000Z,,4,,,,13423,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005893,2024-06-18,2024-06-17,2024-06-18T19:06:34.000Z,,4,,,,15117,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005891,2024-06-18,2024-06-17,2024-06-18T18:38:19.000Z,,4,,,,9450,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005889,2024-06-18,2024-06-17,2024-06-18T18:24:58.000Z,,4,,,,11863,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005887,2024-06-18,2024-06-17,2024-06-18T18:09:39.000Z,,4,,,,11785,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005885,2024-06-18,2024-06-17,2024-06-18T17:56:18.000Z,,4,,,,11821,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005882,2024-06-18,2024-06-17,2024-06-18T16:47:46.000Z,,4,,,,11106,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005872,2024-06-18,2024-06-17,2024-06-18T15:12:04.000Z,,4,,,,7167,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005854,2024-06-12,2024-06-12,2024-06-12T20:07:38.000Z,,4,,,,22275,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005809,2024-06-05,2024-06-05,2024-06-05T18:33:26.000Z,,4,,,,10527,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005788,2024-06-03,2024-06-03,2024-06-03T17:47:17.000Z,,4,,,,7376,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005786,2024-06-03,2024-05-30,2024-06-03T17:31:12.000Z,,4,,,,14830,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005762,2024-05-29,2024-05-25,2024-05-29T20:42:21.000Z,,4,,,,10133,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005652,2024-05-15,2024-05-15,2024-05-15T19:24:06.000Z,,4,,,,8748,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005640,2024-05-14,2024-05-02,2024-05-14T13:00:19.000Z,,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005630,2024-05-13,2024-05-13,2024-05-13T19:14:24.000Z,,4,,,,19180,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005506,2024-05-03,2024-05-01,2024-05-03T17:06:28.000Z,,4,,,,7511,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005503,2024-05-03,2024-05-01,2024-05-03T16:54:11.000Z,,4,,,,9224,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005501,2024-05-03,2024-05-01,2024-05-03T16:51:06.000Z,,4,,,,8174,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005499,2024-05-03,2024-05-01,2024-05-03T16:48:08.000Z,,4,,,,8257,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005457,2024-05-01,2024-05-01,2024-05-01T19:29:06.000Z,,4,,,,12287,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005437,2024-04-30,2024-04-30,2024-04-30T17:59:20.000Z,,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005394,2024-04-26,2024-04-26,2024-04-26T18:53:26.000Z,,4,,,,9665,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005392,2024-04-26,2024-04-25,2024-04-26T18:07:50.000Z,,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005330,2024-04-17,2024-04-17,2024-04-17T19:30:15.000Z,,4,,,,6403,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005305,2024-04-15,2024-04-12,2024-04-15T20:17:13.000Z,,4,,,,15893,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005228,2024-04-04,2024-04-03,2024-04-04T15:07:58.000Z,,4,,,,10508,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005191,2024-04-02,2024-04-01,2024-04-02T20:10:54.000Z,,4,,,,14087,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005189,2024-04-02,2024-04-02,2024-04-02T17:58:55.000Z,,4,,,,7395,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005187,2024-04-02,2024-04-01,2024-04-02T17:49:46.000Z,,4,,,,8262,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005134,2024-03-29,2024-03-27,2024-03-29T13:33:38.000Z,,4,,,,7443,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005132,2024-03-29,2024-03-28,2024-03-29T11:53:39.000Z,,4,,,,8341,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005096,2024-03-26,2024-03-25,2024-03-26T21:37:32.000Z,,4,,,,12809,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005094,2024-03-26,2024-03-25,2024-03-26T20:59:54.000Z,,4,,,,12855,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005092,2024-03-26,2024-03-25,2024-03-26T20:46:12.000Z,,4,,,,10152,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005090,2024-03-26,2024-03-25,2024-03-26T20:30:56.000Z,,4,,,,12069,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005086,2024-03-26,2024-03-25,2024-03-26T20:14:03.000Z,,4,,,,12773,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005083,2024-03-26,2024-03-25,2024-03-26T19:53:18.000Z,,4,,,,9157,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124005015,2024-03-20,2024-03-20,2024-03-20T18:41:25.000Z,,4,,,,8727,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004957,2024-03-19,2024-03-18,2024-03-19T18:32:47.000Z,,4,,,,9667,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004784,2024-03-12,2024-03-12,2024-03-12T17:22:18.000Z,,4,,,,11833,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004710,2024-03-08,2024-03-08,2024-03-08T17:40:03.000Z,,4,,,,14837,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004707,2024-03-08,2024-03-06,2024-03-08T16:44:03.000Z,,4,,,,7259,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004611,2024-03-06,2024-03-06,2024-03-06T20:07:29.000Z,,4,,,,10509,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004226,2024-03-04,2024-03-04,2024-03-04T18:38:21.000Z,,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004133,2024-02-29,2024-02-29,2024-02-29T21:48:25.000Z,,4,,,,8342,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124004023,2024-02-27,2024-02-25,2024-02-27T18:22:34.000Z,,4,,,,9238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003905,2024-02-23,2024-02-22,2024-02-23T17:55:33.000Z,,4,,,,7353,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003845,2024-02-22,2024-02-21,2024-02-22T17:57:59.000Z,,4,,,,8729,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003823,2024-02-22,2024-02-20,2024-02-22T17:09:20.000Z,,4,,,,14532,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003227,2024-02-13,2023-12-31,2024-02-13T18:50:44.000Z,,4,,,,11062,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003209,2024-02-13,2024-02-12,2024-02-13T18:01:17.000Z,,4,,,,22020,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003067,2024-02-09,2024-02-07,2024-02-09T20:51:30.000Z,,4,,,,9959,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003065,2024-02-09,2024-02-07,2024-02-09T20:40:30.000Z,,4,,,,9280,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003063,2024-02-09,2024-02-07,2024-02-09T20:39:03.000Z,,4,,,,10042,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124003059,2024-02-09,2024-02-07,2024-02-09T20:36:06.000Z,,4,,,,9994,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124002998,2024-02-08,2024-02-07,2024-02-08T18:38:17.000Z,,4,,,,8731,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124002588,2024-02-01,2024-02-01,2024-02-01T19:13:31.000Z,,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124002451,2024-01-30,2024-01-30,2024-01-30T18:32:07.000Z,,4,,,,8343,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124002324,2024-01-26,2024-01-25,2024-01-26T21:09:49.000Z,,4,,,,9246,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124001796,2024-01-17,2024-01-17,2024-01-17T17:51:36.000Z,,4,,,,10505,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124001498,2024-01-12,2023-03-14,2024-01-12T14:13:36.000Z,,4,,,,12271,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124001401,2024-01-10,2024-01-10,2024-01-10T20:25:14.000Z,,4,,,,13742,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124000702,2024-01-04,2024-01-03,2024-01-04T15:21:13.000Z,,4,,,,8265,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124000683,2024-01-04,2024-01-03,2024-01-04T13:37:31.000Z,,4,,,,10506,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124000278,2024-01-03,2024-01-02,2024-01-03T11:08:43.000Z,,4,,,,14077,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919124000150,2024-01-02,2024-01-02,2024-01-02T16:49:06.000Z,,4,,,,6481,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123060025,2023-12-29,2023-12-28,2023-12-29T20:06:51.000Z,,4,,,,7442,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123060024,2023-12-29,2023-12-29,2023-12-29T19:51:38.000Z,,4,,,,9447,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059848,2023-12-27,2023-12-25,2023-12-27T20:21:32.000Z,,4,,,,16237,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059844,2023-12-27,2023-12-25,2023-12-27T19:57:31.000Z,,4,,,,13628,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059838,2023-12-27,2023-12-25,2023-12-27T19:36:30.000Z,,4,,,,16320,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059836,2023-12-27,2023-12-25,2023-12-27T19:21:03.000Z,,4,,,,16238,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059827,2023-12-27,2023-12-25,2023-12-27T18:54:14.000Z,,4,,,,15534,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059823,2023-12-27,2023-12-25,2023-12-27T18:30:33.000Z,,4,,,,9158,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123059463,2023-12-21,2023-12-20,2023-12-21T17:11:48.000Z,,4,,,,12286,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123058104,2023-12-11,2023-12-11,2023-12-11T17:48:03.000Z,,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123057900,2023-12-08,2023-12-06,2023-12-08T16:14:57.000Z,,4,,,,8643,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123057092,2023-12-01,2023-12-01,2023-12-01T17:06:42.000Z,,4,,,,8200,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123056994,2023-11-30,2023-11-30,2023-11-30T17:21:13.000Z,,4,,,,9129,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123056865,2023-11-29,2023-11-27,2023-11-29T13:42:11.000Z,,4,,,,7851,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123056850,2023-11-28,2023-11-25,2023-11-28T19:58:15.000Z,,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123056848,2023-11-28,2023-11-27,2023-11-28T19:42:22.000Z,,4,,,,25141,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123055143,2023-11-14,2023-11-10,2023-11-14T14:54:39.000Z,,4,,,,13906,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123054800,2023-11-09,2023-11-07,2023-11-09T15:21:22.000Z,,4,,,,32989,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123054345,2023-11-03,2023-11-03,2023-11-03T16:52:53.000Z,,4,,,,8201,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123053892,2023-10-30,2023-10-30,2023-10-30T19:09:09.000Z,,4,,,,9129,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123053801,2023-10-27,2023-10-26,2023-10-27T20:44:22.000Z,,4,,,,12355,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123053714,2023-10-26,2023-10-25,2023-10-26T19:55:43.000Z,,4,,,,13556,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123053712,2023-10-26,2023-10-25,2023-10-26T19:38:40.000Z,,4,,,,8983,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123052553,2023-10-10,2023-10-10,2023-10-10T17:15:57.000Z,,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123052055,2023-10-04,2023-10-02,2023-10-04T17:41:06.000Z,,4,,,,11349,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123051265,2023-10-02,2023-09-29,2023-10-02T21:20:11.000Z,,4,,,,9039,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123051224,2023-10-02,2023-10-02,2023-10-02T19:06:30.000Z,,4,,,,8201,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123051208,2023-10-02,2023-10-02,2023-10-02T18:54:00.000Z,,4,,,,8753,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050720,2023-09-28,2023-09-28,2023-09-28T15:23:19.000Z,,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050698,2023-09-27,2023-09-25,2023-09-27T20:19:32.000Z,,4,,,,21681,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050684,2023-09-27,2022-05-09,2023-09-27T18:30:30.000Z,,4,,,,28445,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050676,2023-09-27,2023-09-25,2023-09-27T17:34:33.000Z,,4,,,,16123,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050659,2023-09-27,2023-09-25,2023-09-27T16:36:16.000Z,,4,,,,8753,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050631,2023-09-27,2023-09-25,2023-09-27T15:13:47.000Z,,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050615,2023-09-26,2023-09-25,2023-09-26T19:06:40.000Z,,4,,,,15459,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123050610,2023-09-26,2023-09-25,2023-09-26T18:29:53.000Z,,4,,,,9079,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123049052,2023-09-11,2023-09-11,2023-09-11T21:34:36.000Z,,4,,,,14619,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123048679,2023-09-07,2023-09-05,2023-09-07T17:56:15.000Z,,4,,,,12594,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123048237,2023-09-05,2023-09-05,2023-09-05T18:19:51.000Z,,4,,,,8224,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123048045,2023-09-01,2023-08-30,2023-09-01T21:27:06.000Z,,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123047589,2023-08-29,2023-08-25,2023-08-29T16:15:39.000Z,,4,,,,13556,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123047583,2023-08-29,2023-08-25,2023-08-29T16:14:03.000Z,,4,,,,8609,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000092963823002316,2023-08-21,2023-08-17,2023-08-21T16:30:20.000Z,34.0,4,001-40154,231189537.0,,24819,0,0,xslF345X05/form4.xml,,True
000120919123045324,2023-08-10,2023-08-10,2023-08-10T17:17:31.000Z,,4,,,,12016,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123043728,2023-07-28,2023-07-28,2023-07-28T19:28:41.000Z,,4,,,,9130,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123043556,2023-07-27,2023-07-25,2023-07-27T17:00:31.000Z,,4,,,,8754,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123043511,2023-07-27,2023-07-25,2023-07-27T16:06:30.000Z,,4,,,,13555,0,0,xslF345X05/doc4.xml,FORM 4 SUBMISSION,False
000120919123042309,2023-07-14,2023-07-10,2023-07-14T19:04:09.000Z,,4,,,,40423,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123042242,2023-07-13,2023-07-13,2023-07-13T18:37:44.000Z,,4,,,,10400,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041714,2023-07-06,2023-07-05,2023-07-06T20:25:38.000Z,,4,,,,18359,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041712,2023-07-06,2023-07-05,2023-07-06T20:14:19.000Z,,4,,,,8236,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041705,2023-07-06,2023-07-05,2023-07-06T19:58:04.000Z,,4,,,,9867,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041695,2023-07-06,2023-07-05,2023-07-06T19:11:55.000Z,,4,,,,9549,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041687,2023-07-06,2023-07-05,2023-07-06T19:01:50.000Z,,4,,,,12068,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041653,2023-07-06,2023-07-05,2023-07-06T18:07:48.000Z,,4,,,,6191,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041643,2023-07-06,2023-07-05,2023-07-06T17:52:22.000Z,,4,,,,10375,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123041639,2023-07-06,2023-07-05,2023-07-06T17:41:26.000Z,,4,,,,9089,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123040892,2023-07-05,2023-07-03,2023-07-05T14:23:13.000Z,,4,,,,10600,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123040232,2023-06-29,2023-06-29,2023-06-29T18:51:24.000Z,,4,,,,8265,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123040019,2023-06-28,2023-06-26,2023-06-28T13:54:10.000Z,,4,,,,8732,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039993,2023-06-27,2023-06-25,2023-06-27T21:10:47.000Z,,4,,,,16138,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039984,2023-06-27,2023-06-25,2023-06-27T20:21:54.000Z,,4,,,,13556,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039975,2023-06-27,2023-06-25,2023-06-27T19:47:46.000Z,,4,,,,16218,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039969,2023-06-27,2023-06-25,2023-06-27T19:27:39.000Z,,4,,,,16167,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039964,2023-06-27,2023-06-25,2023-06-27T18:35:48.000Z,,4,,,,15463,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039962,2023-06-27,2023-06-25,2023-06-27T18:12:17.000Z,,4,,,,9079,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123039122,2023-06-22,2023-06-20,2023-06-22T17:03:25.000Z,34.0,4,001-41536,231034077.0,,24320,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123038363,2023-06-20,2023-06-15,2023-06-20T16:17:34.000Z,34.0,4,001-41536,231025322.0,,24319,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123037334,2023-06-15,2023-06-13,2023-06-15T16:22:53.000Z,34.0,4,001-41536,231017659.0,,24320,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123036816,2023-06-13,2023-06-13,2023-06-13T17:14:11.000Z,,4,,,,9551,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123036666,2023-06-13,2023-06-09,2023-06-13T16:20:27.000Z,34.0,4,001-41536,231011433.0,,24321,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
000120919123035849,2023-06-09,2023-06-07,2023-06-09T16:24:14.000Z,34.0,4,001-41536,231005644.0,,24322,0,0,xslF345X04/doc4.xml,FORM 4 SUBMISSION,False
