accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,Form_4_Available
000106299323022100,2023-12-07,2023-12-06,2023-12-07T18:06:54.000Z,,4,,,,6066,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323022098,2023-12-07,2023-12-06,2023-12-07T18:05:27.000Z,,4,,,,5899,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323022096,2023-12-07,2023-12-06,2023-12-07T18:04:06.000Z,,4,,,,6940,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323022093,2023-12-07,2023-12-06,2023-12-07T18:00:52.000Z,,4,,,,5411,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323022091,2023-12-07,2023-12-06,2023-12-07T17:59:46.000Z,,4,,,,6058,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323021748,2023-12-01,2023-12-01,2023-12-01T18:06:15.000Z,,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323021746,2023-12-01,2023-11-30,2023-12-01T18:05:13.000Z,,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323021744,2023-12-01,2023-11-30,2023-12-01T18:04:05.000Z,,4,,,,4322,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323020839,2023-11-14,2023-11-13,2023-11-14T18:03:05.000Z,,4,,,,4564,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323020838,2023-11-14,2023-11-13,2023-11-14T18:02:43.000Z,,4,,,,4804,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323020063,2023-11-02,2023-11-01,2023-11-02T17:57:54.000Z,,4,,,,4302,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323019483,2023-10-17,2023-10-16,2023-10-17T18:03:26.000Z,,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018292,2023-09-19,2023-09-18,2023-09-19T18:14:12.000Z,,4,,,,4658,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018291,2023-09-19,2023-09-18,2023-09-19T18:13:53.000Z,,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018290,2023-09-19,2023-09-18,2023-09-19T18:13:34.000Z,,4,,,,4624,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018289,2023-09-19,2023-09-18,2023-09-19T18:13:18.000Z,,4,,,,4634,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018288,2023-09-19,2023-09-18,2023-09-19T18:13:03.000Z,,4,,,,4626,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018094,2023-09-15,2023-09-13,2023-09-15T18:20:23.000Z,,4,,,,12537,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018093,2023-09-15,2023-09-13,2023-09-15T18:20:00.000Z,,4,,,,5789,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018092,2023-09-15,2023-09-13,2023-09-15T18:19:27.000Z,,4,,,,12633,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018091,2023-09-15,2023-09-13,2023-09-15T18:19:05.000Z,,4,,,,5103,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018090,2023-09-15,2023-09-13,2023-09-15T18:18:44.000Z,,4,,,,5096,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018089,2023-09-15,2023-09-13,2023-09-15T18:18:24.000Z,,4,,,,8155,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018088,2023-09-15,2023-09-13,2023-09-15T18:18:03.000Z,,4,,,,8339,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018087,2023-09-15,2023-09-13,2023-09-15T18:17:45.000Z,,4,,,,8172,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018086,2023-09-15,2023-09-13,2023-09-15T18:17:26.000Z,,4,,,,7955,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018085,2023-09-15,2023-09-13,2023-09-15T18:17:09.000Z,,4,,,,5411,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323018084,2023-09-15,2023-09-13,2023-09-15T18:16:22.000Z,,4,,,,8325,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017606,2023-09-05,2023-09-01,2023-09-05T18:10:03.000Z,,4,,,,4828,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017605,2023-09-05,2023-09-01,2023-09-05T18:09:38.000Z,,4,,,,12681,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017422,2023-09-01,2023-08-31,2023-09-01T16:11:46.000Z,,4,,,,6308,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017421,2023-09-01,2023-08-30,2023-09-01T16:11:22.000Z,,4,,,,7377,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017420,2023-09-01,2023-08-30,2023-09-01T16:10:57.000Z,,4,,,,7383,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017419,2023-09-01,2023-08-30,2023-09-01T16:10:34.000Z,,4,,,,7337,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017418,2023-09-01,2023-08-30,2023-09-01T16:10:06.000Z,,4,,,,7375,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017417,2023-09-01,2023-08-30,2023-09-01T16:09:38.000Z,,4,,,,7571,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017416,2023-09-01,2023-08-30,2023-09-01T16:09:07.000Z,,4,,,,7596,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323017415,2023-09-01,2023-08-30,2023-09-01T16:08:45.000Z,,4,,,,7382,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323015939,2023-08-07,2023-08-04,2023-08-07T18:03:10.000Z,,4,,,,6749,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323015726,2023-08-02,2023-08-01,2023-08-02T18:01:57.000Z,,4,,,,6872,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323015013,2023-07-18,2023-07-17,2023-07-18T18:02:47.000Z,,4,,,,4314,0,0,xslF345X05/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013585,2023-06-14,2023-06-13,2023-06-14T18:12:22.000Z,,4,,,,8447,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013584,2023-06-14,2023-06-13,2023-06-14T18:11:28.000Z,,4,,,,5790,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013583,2023-06-14,2023-06-13,2023-06-14T18:10:55.000Z,,4,,,,8227,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013582,2023-06-14,2023-01-31,2023-06-14T18:10:23.000Z,,4,,,,5103,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013581,2023-06-14,2023-06-13,2023-06-14T18:09:11.000Z,,4,,,,5096,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013580,2023-06-14,2023-06-14,2023-06-14T18:08:40.000Z,,4,,,,5885,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013579,2023-06-14,2023-06-13,2023-06-14T18:08:07.000Z,,4,,,,6066,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013578,2023-06-14,2023-06-13,2023-06-14T18:07:36.000Z,,4,,,,5899,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013577,2023-06-14,2023-06-13,2023-06-14T18:07:01.000Z,,4,,,,6940,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013574,2023-06-14,2023-06-13,2023-06-14T18:06:11.000Z,,4,,,,5411,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013573,2023-06-14,2023-06-13,2023-06-14T18:05:36.000Z,,4,,,,6058,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013293,2023-06-09,2023-06-08,2023-06-09T18:08:07.000Z,,4,,,,6205,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013292,2023-06-09,2023-06-08,2023-06-09T18:07:35.000Z,,4,,,,9311,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013291,2023-06-09,2023-06-08,2023-06-09T18:07:01.000Z,,4,,,,6144,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013290,2023-06-09,2023-06-08,2023-06-09T18:06:32.000Z,,4,,,,6326,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
000106299323013285,2023-06-09,2023-06-08,2023-06-09T18:04:20.000Z,,4,,,,6160,0,0,xslF345X04/form4.xml,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,True
